Equipment,Status_Category,Duration,Date
TR208,Un-Planned Maintenance,0.348055556,10 March 2014
TR221,Delays,0.865833333,10 March 2014
TR221,Delays,0.823055556,10 March 2014
TR221,Direct Operating,9.425,10 March 2014
TR221,Direct Operating,9.411111111,10 March 2014
TR221,Planned Maintenance,0.210277778,10 March 2014
TR221,Planned Maintenance,0.221666667,10 March 2014
TR221,StandBy,1.124722222,10 March 2014
TR221,StandBy,1.544722222,10 March 2014
TR221,Un-Planned Maintenance,0.375,10 March 2014
TR222,Delays,1.16,10 March 2014
TR222,Direct Operating,9.652222222,10 March 2014
TR222,Planned Maintenance,0.208611111,10 March 2014
TR222,Planned Maintenance,10.98222222,10 March 2014
TR222,StandBy,0.979166667,10 March 2014
TR222,StandBy,1.018055556,10 March 2014
TR223,Delays,1.189444444,10 March 2014
TR223,Delays,1.461666667,10 March 2014
TR223,Direct Operating,9.524166667,10 March 2014
TR223,Direct Operating,8.229722222,10 March 2014
TR223,Planned Maintenance,0.188333333,10 March 2014
TR223,Planned Maintenance,0.147222222,10 March 2014
TR223,StandBy,1.098888889,10 March 2014
TR223,StandBy,2.161111111,10 March 2014
TR224,Delays,2.028611111,10 March 2014
TR224,Delays,1.003333333,10 March 2014
TR224,Direct Operating,8.075833333,10 March 2014
TR224,Direct Operating,9.067222222,10 March 2014
TR224,Planned Maintenance,0.164722222,10 March 2014
TR224,Planned Maintenance,0.335277778,10 March 2014
TR224,StandBy,1.730833333,10 March 2014
TR224,StandBy,1.594444444,10 March 2014
TRB003,Delays,0.265277778,10 March 2014
TRB003,Delays,0.323333333,10 March 2014
TRB003,Direct Operating,10.01583333,10 March 2014
TRB003,Direct Operating,3.3675,10 March 2014
TRB003,StandBy,1.719166667,10 March 2014
TRB003,StandBy,3.063333333,10 March 2014
TRB003,Un-Planned Maintenance,5.245833333,10 March 2014
TRB004,Un-Planned Maintenance,12,10 March 2014
TRB004,Un-Planned Maintenance,12,10 March 2014
TRB006,Delays,0.365833333,10 March 2014
TRB006,Delays,0.519444444,10 March 2014
TRB006,Direct Operating,10.00666667,10 March 2014
TRB006,Direct Operating,9.133055556,10 March 2014
TRB006,Planned Maintenance,0.707222222,10 March 2014
TRB006,StandBy,0.920277778,10 March 2014
TRB006,StandBy,2.3475,10 March 2014
TRB041,Delays,0.515277778,10 March 2014
TRB041,Delays,0.8425,10 March 2014
TRB041,Direct Operating,7.809444444,10 March 2014
TRB041,Direct Operating,9.743055556,10 March 2014
TRB041,StandBy,1.481944444,10 March 2014
TRB041,StandBy,1.414166667,10 March 2014
TRB041,Un-Planned Maintenance,2.194166667,10 March 2014
TRB114,Delays,0.815555556,10 March 2014
TRB114,Delays,0.207222222,10 March 2014
TRB114,Direct Operating,9.783333333,10 March 2014
TRB114,Direct Operating,8.584722222,10 March 2014
TRB114,StandBy,1.401111111,10 March 2014
TRB114,StandBy,2.476111111,10 March 2014
TRB114,Un-Planned Maintenance,0.731944444,10 March 2014
TRL3591,Delays,1.153611111,10 March 2014
TRL3591,Delays,1.367222222,10 March 2014
TRL3591,Direct Operating,8.65,10 March 2014
TRL3591,Direct Operating,8.326666667,10 March 2014
TRL3591,Planned Maintenance,0.175833333,10 March 2014
TRL3591,Planned Maintenance,0.123888889,10 March 2014
TRL3591,StandBy,2.020833333,10 March 2014
TRL3591,StandBy,2.181944444,10 March 2014
TRL3592,Delays,0.436666667,10 March 2014
TRL3592,Delays,1.253888889,10 March 2014
TRL3592,Direct Operating,1.437777778,10 March 2014
TRL3592,Direct Operating,9.020277778,10 March 2014
TRL3592,Planned Maintenance,0.185555556,10 March 2014
TRL3592,StandBy,1.610277778,10 March 2014
TRL3592,StandBy,1.540277778,10 March 2014
TRL3592,Un-Planned Maintenance,8.514722222,10 March 2014
TRL3593,Delays,0.828888889,10 March 2014
TRL3593,Delays,1.422777778,10 March 2014
TRL3593,Direct Operating,9.305277778,10 March 2014
TRL3593,Direct Operating,8.346666667,10 March 2014
TRL3593,Planned Maintenance,0.185833333,10 March 2014
TRL3593,Planned Maintenance,0.275833333,10 March 2014
TRL3593,StandBy,1.680555556,10 March 2014
TRL3593,StandBy,1.955277778,10 March 2014
TRL3594,Un-Planned Maintenance,12,10 March 2014
TRL3594,Un-Planned Maintenance,12,10 March 2014
TR021,Delays,0.446111111,11 March 2014
TR021,Direct Operating,9.116388889,11 March 2014
TR021,StandBy,1.341388889,11 March 2014
TR021,StandBy,12,11 March 2014
TR021,Un-Planned Maintenance,1.096111111,11 March 2014
TR022,StandBy,12,11 March 2014
TR022,StandBy,12,11 March 2014
TR025,Delays,0.703611111,11 March 2014
TR025,Direct Operating,7.966111111,11 March 2014
TR025,Planned Maintenance,0.994166667,11 March 2014
TR025,StandBy,12,11 March 2014
TR025,StandBy,2.335833333,11 March 2014
TR026,Delays,0.356111111,11 March 2014
TR026,Direct Operating,9.323055556,11 March 2014
TR026,Planned Maintenance,0.248333333,11 March 2014
TR026,StandBy,2.072222222,11 March 2014
TR026,StandBy,12,11 March 2014
TR027,Delays,0.658055556,11 March 2014
TR027,Delays,0.846388889,11 March 2014
TR027,Direct Operating,1.133611111,11 March 2014
TR027,Direct Operating,6.347222222,11 March 2014
TR027,Indirect Operating,0.6575,11 March 2014
TR027,StandBy,9.343888889,11 March 2014
TR027,StandBy,4.148888889,11 March 2014
TR027,Un-Planned Maintenance,0.864444444,11 March 2014
TR028,Delays,0.251388889,11 March 2014
TR028,Delays,1.241388889,11 March 2014
TR028,Direct Operating,6.001944444,11 March 2014
TR028,Direct Operating,9.168888889,11 March 2014
TR028,StandBy,5.323888889,11 March 2014
TR028,StandBy,1.59,11 March 2014
TR028,Un-Planned Maintenance,0.424166667,11 March 2014
TR029,Delays,0.796111111,11 March 2014
TR029,Direct Operating,7.089722222,11 March 2014
TR029,Direct Operating,5.551111111,11 March 2014
TR029,Planned Maintenance,0.656388889,11 March 2014
TR029,Planned Maintenance,4.648611111,11 March 2014
TR029,StandBy,3.457777778,11 March 2014
TR029,StandBy,1.8,11 March 2014
TR030,Delays,0.236666667,11 March 2014
TR030,Direct Operating,7.925,11 March 2014
TR030,Direct Operating,3.582777778,11 March 2014
TR030,StandBy,3.6825,11 March 2014
TR030,StandBy,5.535833333,11 March 2014
TR030,Un-Planned Maintenance,0.155555556,11 March 2014
TR030,Un-Planned Maintenance,2.881666667,11 March 2014
TR031,Delays,0.748055556,11 March 2014
TR031,Direct Operating,9.874722222,11 March 2014
TR031,Planned Maintenance,0.130833333,11 March 2014
TR031,StandBy,1.246388889,11 March 2014
TR031,StandBy,12,11 March 2014
TR032,Delays,1.11,11 March 2014
TR032,Direct Operating,7.405555556,11 March 2014
TR032,StandBy,3.474166667,11 March 2014
TR032,StandBy,12,11 March 2014
TR032,Un-Planned Maintenance,0.010555556,11 March 2014
TR201,Delays,0.658333333,11 March 2014
TR201,Delays,0.084444444,11 March 2014
TR201,Direct Operating,8.098055556,11 March 2014
TR201,Direct Operating,10.44166667,11 March 2014
TR201,Planned Maintenance,0.203888889,11 March 2014
TR201,StandBy,3.04,11 March 2014
TR201,StandBy,1.474166667,11 March 2014
TR202,Delays,0.495277778,11 March 2014
TR202,Direct Operating,8.105555556,11 March 2014
TR202,Direct Operating,8.859166667,11 March 2014
TR202,Planned Maintenance,0.171388889,11 March 2014
TR202,StandBy,3.228055556,11 March 2014
TR202,StandBy,2.821388889,11 March 2014
TR202,Un-Planned Maintenance,0.319444444,11 March 2014
TR203,Delays,0.631111111,11 March 2014
TR203,Delays,0.439722222,11 March 2014
TR203,Direct Operating,7.176111111,11 March 2014
TR203,Direct Operating,9.3375,11 March 2014
TR203,Planned Maintenance,0.168333333,11 March 2014
TR203,StandBy,4.024722222,11 March 2014
TR203,StandBy,2.222777778,11 March 2014
TR204,Delays,1.227222222,11 March 2014
TR204,Delays,0.593888889,11 March 2014
TR204,Direct Operating,7.909444444,11 March 2014
TR204,Direct Operating,8.977222222,11 March 2014
TR204,Planned Maintenance,0.173333333,11 March 2014
TR204,StandBy,2.69,11 March 2014
TR204,StandBy,2.428333333,11 March 2014
TR205,Un-Planned Maintenance,12,11 March 2014
TR205,Un-Planned Maintenance,12,11 March 2014
TR206,Un-Planned Maintenance,12,11 March 2014
TR206,Un-Planned Maintenance,12,11 March 2014
TR207,Delays,0.309444444,11 March 2014
TR207,Delays,0.415,11 March 2014
TR207,Direct Operating,5.156111111,11 March 2014
TR207,Direct Operating,9.6825,11 March 2014
TR207,Planned Maintenance,0.085,11 March 2014
TR207,StandBy,6.448888889,11 March 2014
TR207,StandBy,1.901944444,11 March 2014
TR208,Delays,0.133333333,11 March 2014
TR208,Delays,0.303611111,11 March 2014
TR208,Direct Operating,3.555277778,11 March 2014
TR208,Direct Operating,3.443611111,11 March 2014
TR208,Planned Maintenance,0.065,11 March 2014
TR208,StandBy,8.246388889,11 March 2014
TR208,StandBy,4.078611111,11 March 2014
TR208,Un-Planned Maintenance,4.174166667,11 March 2014
TR221,Delays,0.679166667,11 March 2014
TR221,Delays,0.135555556,11 March 2014
TR221,Direct Operating,6.285555556,11 March 2014
TR221,Direct Operating,8.915555556,11 March 2014
TR221,Planned Maintenance,0.138888889,11 March 2014
TR221,StandBy,4.629444444,11 March 2014
TR221,StandBy,2.949722222,11 March 2014
TR221,Un-Planned Maintenance,0.266666667,11 March 2014
TR222,Delays,0.257777778,11 March 2014
TR222,Direct Operating,8.791111111,11 March 2014
TR222,StandBy,12,11 March 2014
TR222,StandBy,2.951388889,11 March 2014
TR223,Delays,0.491388889,11 March 2014
TR223,Delays,0.249166667,11 March 2014
TR223,Direct Operating,6.486944444,11 March 2014
TR223,Direct Operating,9.457222222,11 March 2014
TR223,Indirect Operating,0.5375,11 March 2014
TR223,Planned Maintenance,0.155833333,11 March 2014
TR223,StandBy,3.478055556,11 March 2014
TR223,StandBy,2.293055556,11 March 2014
TR223,Un-Planned Maintenance,0.850277778,11 March 2014
TR224,Delays,1.189166667,11 March 2014
TR224,Direct Operating,8.855277778,11 March 2014
TR224,Planned Maintenance,0.122777778,11 March 2014
TR224,Planned Maintenance,11.5,11 March 2014
TR224,StandBy,1.832777778,11 March 2014
TR224,StandBy,0.5,11 March 2014
TRB003,Delays,0.47,11 March 2014
TRB003,Delays,1.301944444,11 March 2014
TRB003,Direct Operating,7.484166667,11 March 2014
TRB003,Direct Operating,9.518888889,11 March 2014
TRB003,StandBy,0.976666667,11 March 2014
TRB003,StandBy,1.117777778,11 March 2014
TRB003,Un-Planned Maintenance,3.069722222,11 March 2014
TRB003,Un-Planned Maintenance,0.060833333,11 March 2014
TRB004,Un-Planned Maintenance,12,11 March 2014
TRB004,Un-Planned Maintenance,12,11 March 2014
TRB006,Delays,0.863333333,11 March 2014
TRB006,Direct Operating,9.495833333,11 March 2014
TRB006,StandBy,1.640833333,11 March 2014
TRB006,StandBy,12,11 March 2014
TRB041,Delays,0.336944444,11 March 2014
TRB041,Delays,1.009166667,11 March 2014
TRB041,Direct Operating,7.917222222,11 March 2014
TRB041,Direct Operating,8.000833333,11 March 2014
TRB041,StandBy,1.088055556,11 March 2014
TRB041,StandBy,0.691111111,11 March 2014
TRB041,Un-Planned Maintenance,2.658333333,11 March 2014
TRB041,Un-Planned Maintenance,2.299166667,11 March 2014
TRB114,Delays,0.276111111,11 March 2014
TRB114,Delays,1.118333333,11 March 2014
TRB114,Direct Operating,9.5275,11 March 2014
TRB114,Direct Operating,9.642222222,11 March 2014
TRB114,StandBy,2.196388889,11 March 2014
TRB114,StandBy,1.239444444,11 March 2014
TRL3591,Delays,0.996111111,11 March 2014
TRL3591,Delays,0.256111111,11 March 2014
TRL3591,Direct Operating,6.016111111,11 March 2014
TRL3591,Direct Operating,7.512777778,11 March 2014
TRL3591,Planned Maintenance,0.216666667,11 March 2014
TRL3591,StandBy,4.770555556,11 March 2014
TRL3591,StandBy,3.736388889,11 March 2014
TRL3591,Un-Planned Maintenance,0.494444444,11 March 2014
TRL3592,Delays,1.115555556,11 March 2014
TRL3592,Delays,1.3025,11 March 2014
TRL3592,Direct Operating,8.736388889,11 March 2014
TRL3592,Direct Operating,6.940555556,11 March 2014
TRL3592,Planned Maintenance,0.173888889,11 March 2014
TRL3592,StandBy,1.974722222,11 March 2014
TRL3592,StandBy,3.757777778,11 March 2014
TRL3593,Delays,2.095555556,11 March 2014
TRL3593,Delays,0.288333333,11 March 2014
TRL3593,Direct Operating,7.195833333,11 March 2014
TRL3593,Direct Operating,8.267777778,11 March 2014
TRL3593,Planned Maintenance,0.220833333,11 March 2014
TRL3593,StandBy,2.488055556,11 March 2014
TRL3593,StandBy,3.443611111,11 March 2014
TRL3594,Delays,1.014166667,11 March 2014
TRL3594,Direct Operating,5.316111111,11 March 2014
TRL3594,StandBy,4.033333333,11 March 2014
TRL3594,Un-Planned Maintenance,12,11 March 2014
TRL3594,Un-Planned Maintenance,1.636666667,11 March 2014
TR021,Delays,0.112777778,12 March 2014
TR021,Direct Operating,3.125277778,12 March 2014
TR021,Planned Maintenance,0.346388889,12 March 2014
TR021,StandBy,0.882222222,12 March 2014
TR021,Un-Planned Maintenance,0.473333333,12 March 2014
TR022,StandBy,4.94,12 March 2014
TR025,Delays,0.005277778,12 March 2014
TR025,Direct Operating,2.329722222,12 March 2014
TR025,StandBy,2.605277778,12 March 2014
TR026,Delays,0.099166667,12 March 2014
TR026,Direct Operating,3.598055556,12 March 2014
TR026,StandBy,1.243055556,12 March 2014
TR027,Delays,0.650833333,12 March 2014
TR027,Direct Operating,3.815833333,12 March 2014
TR027,StandBy,0.473611111,12 March 2014
TR028,Delays,0.479722222,12 March 2014
TR028,Direct Operating,3.816388889,12 March 2014
TR028,StandBy,0.644444444,12 March 2014
TR029,Delays,0.363333333,12 March 2014
TR029,Direct Operating,3.912777778,12 March 2014
TR029,Planned Maintenance,0.119166667,12 March 2014
TR029,StandBy,0.545,12 March 2014
TR030,Planned Maintenance,4.869444444,12 March 2014
TR030,StandBy,0.070555556,12 March 2014
TR031,Delays,0.808611111,12 March 2014
TR031,Direct Operating,2.555,12 March 2014
TR031,StandBy,0.6325,12 March 2014
TR031,Un-Planned Maintenance,0.943888889,12 March 2014
TR032,Delays,0.458055556,12 March 2014
TR032,Direct Operating,3.913333333,12 March 2014
TR032,StandBy,0.568888889,12 March 2014
TR201,Delays,0.430833333,12 March 2014
TR201,Direct Operating,2.606388889,12 March 2014
TR201,Planned Maintenance,0.0775,12 March 2014
TR201,StandBy,1.825,12 March 2014
TR202,Delays,1.043611111,12 March 2014
TR202,Direct Operating,2.460833333,12 March 2014
TR202,Planned Maintenance,0.127777778,12 March 2014
TR202,StandBy,1.308055556,12 March 2014
TR203,Delays,0.92,12 March 2014
TR203,Direct Operating,2.649722222,12 March 2014
TR203,Planned Maintenance,0.148055556,12 March 2014
TR203,StandBy,1.2225,12 March 2014
TR204,Delays,0.278333333,12 March 2014
TR204,Direct Operating,2.046666667,12 March 2014
TR204,Planned Maintenance,0.091666667,12 March 2014
TR204,StandBy,2.523611111,12 March 2014
TR205,Un-Planned Maintenance,4.940277778,12 March 2014
TR206,Un-Planned Maintenance,4.940277778,12 March 2014
TR207,Delays,0.299722222,12 March 2014
TR207,Direct Operating,2.287222222,12 March 2014
TR207,Planned Maintenance,0.131388889,12 March 2014
TR207,StandBy,2.221944444,12 March 2014
TR208,Delays,0.274166667,12 March 2014
TR208,Direct Operating,2.161666667,12 March 2014
TR208,StandBy,2.284444444,12 March 2014
TR208,Un-Planned Maintenance,0.22,12 March 2014
TR221,Delays,0.1675,12 March 2014
TR221,Direct Operating,3.535,12 March 2014
TR221,Planned Maintenance,0.156944444,12 March 2014
TR221,StandBy,1.080833333,12 March 2014
TR222,Delays,0.250833333,12 March 2014
TR222,Direct Operating,0.242777778,12 March 2014
TR222,StandBy,0.836666667,12 March 2014
TR222,Un-Planned Maintenance,3.610277778,12 March 2014
TR223,Delays,0.222222222,12 March 2014
TR223,Direct Operating,3.688333333,12 March 2014
TR223,Planned Maintenance,0.181944444,12 March 2014
TR223,StandBy,0.847777778,12 March 2014
TR224,Planned Maintenance,4.940277778,12 March 2014
TRB003,StandBy,4.940555556,12 March 2014
TRB004,Un-Planned Maintenance,4.940277778,12 March 2014
TRB006,Delays,0.619722222,12 March 2014
TRB006,Direct Operating,3.775833333,12 March 2014
TRB006,StandBy,0.543333333,12 March 2014
TRB006,Un-Planned Maintenance,0.001111111,12 March 2014
TRB041,Delays,0.413333333,12 March 2014
TRB041,Direct Operating,3.778055556,12 March 2014
TRB041,StandBy,0.749166667,12 March 2014
TRB114,Delays,0.433611111,12 March 2014
TRB114,Direct Operating,1.476666667,12 March 2014
TRB114,Planned Maintenance,2.301944444,12 March 2014
TRB114,StandBy,0.728333333,12 March 2014
TRL3591,Delays,0.6425,12 March 2014
TRL3591,Direct Operating,2.915555556,12 March 2014
TRL3591,Planned Maintenance,0.155833333,12 March 2014
TRL3591,StandBy,1.226666667,12 March 2014
TRL3592,Delays,0.056111111,12 March 2014
TRL3592,Direct Operating,0.223611111,12 March 2014
TRL3592,StandBy,1.436111111,12 March 2014
TRL3592,Un-Planned Maintenance,3.224166667,12 March 2014
TRL3593,Delays,0.471666667,12 March 2014
TRL3593,Direct Operating,3.095,12 March 2014
TRL3593,Planned Maintenance,0.163333333,12 March 2014
TRL3593,StandBy,1.210277778,12 March 2014
TRL3594,Delays,0.637222222,12 March 2014
TRL3594,Direct Operating,3.036944444,12 March 2014
TRL3594,Planned Maintenance,0.124444444,12 March 2014
TRL3594,StandBy,1.141666667,12 March 2014
